Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198109,Water - Precipitation - rain,9/15/1981,9/1/1981,9/30/1981,,-5.28,International Atomic Energy Agency,-30.4,International Atomic Energy Agency,8.1,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",62,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198110,Water - Precipitation - rain,10/15/1981,10/1/1981,10/31/1981,,-3.67,Commonwealth Scientific and Industrial Research Organizations,-17.9,Commonwealth Scientific and Industrial Research Organizations,6.8,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",63,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198111,Water - Precipitation - rain,11/15/1981,11/1/1981,11/30/1981,,,,,,9.1,1,"Australian Nuclear Science and Technology Organisation, ANSTO",50,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198112,Water - Precipitation - rain,12/15/1981,12/1/1981,12/31/1981,,,,,,,,,17,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198201,Water - Precipitation - rain,1/15/1982,1/1/1982,1/31/1982,,-2.67,Commonwealth Scientific and Industrial Research Organizations,-13.8,Commonwealth Scientific and Industrial Research Organizations,4.3,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",37,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198202,Water - Precipitation - rain,2/15/1982,2/1/1982,2/28/1982,,-1.96,Commonwealth Scientific and Industrial Research Organizations,-6,Commonwealth Scientific and Industrial Research Organizations,4.9,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",26,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198203,Water - Precipitation - rain,3/15/1982,3/1/1982,3/31/1982,,-3.33,Commonwealth Scientific and Industrial Research Organizations,-27.4,Commonwealth Scientific and Industrial Research Organizations,4.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",74,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198204,Water - Precipitation - rain,4/15/1982,4/1/1982,4/30/1982,,-5.47,Commonwealth Scientific and Industrial Research Organizations,-24.6,Commonwealth Scientific and Industrial Research Organizations,4.2,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",64,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198205,Water - Precipitation - rain,5/15/1982,5/1/1982,5/31/1982,,-3.65,Commonwealth Scientific and Industrial Research Organizations,-21.4,Commonwealth Scientific and Industrial Research Organizations,4.1,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",76,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198206,Water - Precipitation - rain,6/15/1982,6/1/1982,6/30/1982,,-6.12,Commonwealth Scientific and Industrial Research Organizations,-37.8,Commonwealth Scientific and Industrial Research Organizations,3.9,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",100,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198207,Water - Precipitation - rain,7/15/1982,7/1/1982,7/31/1982,,-4.66,Commonwealth Scientific and Industrial Research Organizations,-27.1,Commonwealth Scientific and Industrial Research Organizations,3.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",44,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198208,Water - Precipitation - rain,8/15/1982,8/1/1982,8/31/1982,,-3.41,Commonwealth Scientific and Industrial Research Organizations,-18.6,Commonwealth Scientific and Industrial Research Organizations,4.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",24,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198209,Water - Precipitation - rain,9/15/1982,9/1/1982,9/30/1982,,-1.16,Commonwealth Scientific and Industrial Research Organizations,0.2,Commonwealth Scientific and Industrial Research Organizations,5.4,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",46,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198210,Water - Precipitation - rain,10/15/1982,10/1/1982,10/31/1982,,-2.88,Commonwealth Scientific and Industrial Research Organizations,-17.1,Commonwealth Scientific and Industrial Research Organizations,4.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",39,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198211,Water - Precipitation - rain,11/15/1982,11/1/1982,11/30/1982,,-2.69,Commonwealth Scientific and Industrial Research Organizations,-15.3,Commonwealth Scientific and Industrial Research Organizations,3.2,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",15,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198212,Water - Precipitation - rain,12/15/1982,12/1/1982,12/31/1982,,-3.19,Commonwealth Scientific and Industrial Research Organizations,-20.1,Commonwealth Scientific and Industrial Research Organizations,6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",28,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198301,Water - Precipitation - rain,1/15/1983,1/1/1983,1/31/1983,,-3.47,Commonwealth Scientific and Industrial Research Organizations,-16.3,Commonwealth Scientific and Industrial Research Organizations,3.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",28,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198302,Water - Precipitation - rain,2/15/1983,2/1/1983,2/28/1983,,-4.74,Commonwealth Scientific and Industrial Research Organizations,-26.4,Commonwealth Scientific and Industrial Research Organizations,6.8,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",28,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198303,Water - Precipitation - rain,3/15/1983,3/1/1983,3/31/1983,,-5.9,Commonwealth Scientific and Industrial Research Organizations,-41.2,Commonwealth Scientific and Industrial Research Organizations,5,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",97,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198304,Water - Precipitation - rain,4/15/1983,4/1/1983,4/30/1983,,-4.35,Commonwealth Scientific and Industrial Research Organizations,-24.1,Commonwealth Scientific and Industrial Research Organizations,3,0.9,"Australian Nuclear Science and Technology Organisation, ANSTO",81,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198305,Water - Precipitation - rain,5/15/1983,5/1/1983,5/31/1983,,-4.66,Commonwealth Scientific and Industrial Research Organizations,-26.1,Commonwealth Scientific and Industrial Research Organizations,4.5,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",57,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198306,Water - Precipitation - rain,6/15/1983,6/1/1983,6/30/1983,,-5.59,Commonwealth Scientific and Industrial Research Organizations,-33.2,Commonwealth Scientific and Industrial Research Organizations,3.8,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",56,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198307,Water - Precipitation - rain,7/15/1983,7/1/1983,7/31/1983,,-5.96,Commonwealth Scientific and Industrial Research Organizations,-34.9,Commonwealth Scientific and Industrial Research Organizations,5.2,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",115,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198308,Water - Precipitation - rain,8/15/1983,8/1/1983,8/31/1983,,-2.66,Commonwealth Scientific and Industrial Research Organizations,-8.8,Commonwealth Scientific and Industrial Research Organizations,5.3,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",68,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198309,Water - Precipitation - rain,9/15/1983,9/1/1983,9/30/1983,,-4.45,Commonwealth Scientific and Industrial Research Organizations,-23.6,Commonwealth Scientific and Industrial Research Organizations,5.3,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",44,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198310,Water - Precipitation - rain,10/15/1983,10/1/1983,10/31/1983,,0.33,Commonwealth Scientific and Industrial Research Organizations,2.8,Commonwealth Scientific and Industrial Research Organizations,4.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",27,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198311,Water - Precipitation - rain,11/15/1983,11/1/1983,11/30/1983,,-2.67,Commonwealth Scientific and Industrial Research Organizations,-15,Commonwealth Scientific and Industrial Research Organizations,5.1,0.5,"Australian Nuclear Science and Technology Organisation, ANSTO",49,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198312,Water - Precipitation - rain,12/15/1983,12/1/1983,12/31/1983,,-2.65,Commonwealth Scientific and Industrial Research Organizations,-16.3,Commonwealth Scientific and Industrial Research Organizations,6,0.5,"Australian Nuclear Science and Technology Organisation, ANSTO",25,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198401,Water - Precipitation - rain,1/15/1984,1/1/1984,1/31/1984,,-2.16,Commonwealth Scientific and Industrial Research Organizations,-13.5,Commonwealth Scientific and Industrial Research Organizations,5.1,0.8,"Australian Nuclear Science and Technology Organisation, ANSTO",17,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198402,Water - Precipitation - rain,2/15/1984,2/1/1984,2/29/1984,,-2.66,Commonwealth Scientific and Industrial Research Organizations,-12.8,Commonwealth Scientific and Industrial Research Organizations,4.4,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",21,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198403,Water - Precipitation - rain,3/15/1984,3/1/1984,3/31/1984,,-4.5,Commonwealth Scientific and Industrial Research Organizations,-24.6,Commonwealth Scientific and Industrial Research Organizations,3.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",82,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198404,Water - Precipitation - rain,4/15/1984,4/1/1984,4/30/1984,,-2.78,Commonwealth Scientific and Industrial Research Organizations,-14.1,Commonwealth Scientific and Industrial Research Organizations,4.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",42,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198405,Water - Precipitation - rain,5/15/1984,5/1/1984,5/31/1984,,-3.67,Commonwealth Scientific and Industrial Research Organizations,-22,Commonwealth Scientific and Industrial Research Organizations,2.8,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",57,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198406,Water - Precipitation - rain,6/15/1984,6/1/1984,6/30/1984,,-4.24,Commonwealth Scientific and Industrial Research Organizations,-22.4,Commonwealth Scientific and Industrial Research Organizations,5.2,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",46,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198407,Water - Precipitation - rain,7/15/1984,7/1/1984,7/31/1984,,-6.5,Commonwealth Scientific and Industrial Research Organizations,-40.9,Commonwealth Scientific and Industrial Research Organizations,3.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",93,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198408,Water - Precipitation - rain,8/15/1984,8/1/1984,8/31/1984,,-5.32,Commonwealth Scientific and Industrial Research Organizations,-30.5,Commonwealth Scientific and Industrial Research Organizations,5.1,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",116,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198409,Water - Precipitation - rain,9/15/1984,9/1/1984,9/30/1984,,-6.07,Commonwealth Scientific and Industrial Research Organizations,-39.8,Commonwealth Scientific and Industrial Research Organizations,4.1,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",125,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198410,Water - Precipitation - rain,10/15/1984,10/1/1984,10/31/1984,,-3.58,Commonwealth Scientific and Industrial Research Organizations,-18,Commonwealth Scientific and Industrial Research Organizations,4.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",43,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198411,Water - Precipitation - rain,11/15/1984,11/1/1984,11/30/1984,,-1.85,Commonwealth Scientific and Industrial Research Organizations,-9,Commonwealth Scientific and Industrial Research Organizations,4.3,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",30,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198412,Water - Precipitation - rain,12/15/1984,12/1/1984,12/31/1984,,-3.1,Commonwealth Scientific and Industrial Research Organizations,-15.2,Commonwealth Scientific and Industrial Research Organizations,3.6,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",63,,
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198501,Water - Precipitation - rain,1/15/1985,1/1/1985,1/31/1985,,-3.77,Commonwealth Scientific and Industrial Research Organizations,-13.6,Commonwealth Scientific and Industrial Research Organizations,4.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",31,14.4,11.8
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198502,Water - Precipitation - rain,2/15/1985,2/1/1985,2/28/1985,,-1.39,Commonwealth Scientific and Industrial Research Organizations,-9.4,Commonwealth Scientific and Industrial Research Organizations,3.7,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",7,14.9,12.5
GNIP,GNIP/M/AU/01,CAPE GRIM (TASMANIA),AU,9495400,-40.68,144.69,90,Precipitation collectors - unknown,"Partner: Australian Atomic Energy Comission (AAEC - historical|Partner: Commonwealth Scientific, Industrial and Research Organisation (CSIRO - historical)|Partner: Australian Nuclear Science and Technology Organization (ANSTO)|Partner: Bureau of Meteorology (BOM)|Reference: Tadros et al. 2014",198503,Water - Precipitation - rain,3/15/1985,3/1/1985,3/31/1985,,-2.78,Commonwealth Scientific and Industrial Research Organizations,-16.6,Commonwealth Scientific and Industrial Research Organizations,3.9,0.4,"Australian Nuclear Science and Technology Organisation, ANSTO",24,15.9,14.7
