"Date","O18"
1918-01-15,-2.64583134651184
1918-02-15,-3.09486865997314
1918-03-15,-6.39862108230591
1918-04-15,-2.99200510978699
1918-05-15,-4.26308298110962
1918-06-15,-5.35664510726929
1918-07-15,-6.97362422943115
1918-08-15,-7.11023664474487
1918-09-15,-2.9719398021698
1918-10-15,-2.03350067138672
1918-11-15,-1.82328021526337
1918-12-15,-4.95713710784912
1919-01-15,-1.77794599533081
1919-02-15,0.328959941864014
1919-03-15,-5.86038827896118
1919-04-15,-4.42277097702026
1919-05-15,-4.03611660003662
1919-06-15,-4.86276340484619
1919-07-15,-5.56364059448242
1919-08-15,-5.72602891921997
1919-09-15,-4.54861307144165
1919-10-15,-4.96479606628418
1919-11-15,-5.66573572158813
1919-12-15,-1.49011361598969
1920-01-15,-4.5443115234375
1920-02-15,-4.79837083816528
1920-03-15,-3.9651575088501
1920-04-15,-6.0259165763855
1920-05-15,-2.84726548194885
1920-06-15,-5.93439054489136
1920-07-15,-4.77518653869629
1920-08-15,-6.2080078125
1920-09-15,-4.8571629524231
1920-10-15,-4.11470222473145
1920-11-15,-1.9322657585144
1920-12-15,-3.03767585754395
1921-01-15,-2.1405611038208
1921-02-15,-3.87736177444458
1921-03-15,-3.25874662399292
1921-04-15,-4.09313917160034
1921-05-15,-4.68739414215088
1921-06-15,-8.04161548614502
1921-07-15,-5.02701234817505
1921-08-15,-6.34832286834717
1921-09-15,-5.92434644699097
1921-10-15,-3.29120445251465
1921-11-15,-5.30522775650024
1921-12-15,-3.53101706504822
1922-01-15,-2.89962482452393
1922-02-15,-3.35113024711609
1922-03-15,-4.1800422668457
1922-04-15,-4.62422943115234
1922-05-15,-5.86670064926147
1922-06-15,-5.70919466018677
1922-07-15,-4.54831171035767
1922-08-15,-6.03564739227295
1922-09-15,-4.1858696937561
1922-10-15,-1.84150695800781
1922-11-15,-4.79863309860229
1922-12-15,-3.20772695541382
1923-01-15,-3.40007257461548
1923-02-15,-2.94494962692261
1923-03-15,-5.14278841018677
1923-04-15,-5.41631841659546
1923-05-15,-4.24726247787476
1923-06-15,-5.21196317672729
1923-07-15,-5.23506450653076
1923-08-15,-3.18744325637817
1923-09-15,-5.07318878173828
1923-10-15,-1.95069599151611
1923-11-15,-1.46098065376282
1923-12-15,-2.84061598777771
1924-01-15,-1.96270215511322
1924-02-15,-1.79058134555817
1924-03-15,-1.11485958099365
1924-04-15,-3.39129638671875
1924-05-15,-4.57040691375732
1924-06-15,-4.77797031402588
1924-07-15,-4.63551235198975
1924-08-15,-6.60460329055786
1924-09-15,-4.01273250579834
1924-10-15,-1.40330159664154
1924-11-15,-1.40815949440002
1924-12-15,-1.97391891479492
1925-01-15,-4.30764770507812
1925-02-15,-2.98071670532227
1925-03-15,-6.23109245300293
1925-04-15,-3.71810126304626
1925-05-15,-4.98370790481567
1925-06-15,-5.62636709213257
1925-07-15,-5.2255916595459
1925-08-15,-3.78404378890991
1925-09-15,-5.21697378158569
1925-10-15,-4.00747537612915
1925-11-15,-2.19093537330627
1925-12-15,-2.14070296287537
1926-01-15,-3.01011204719543
1926-02-15,-4.95376443862915
1926-03-15,-4.70618295669556
1926-04-15,-3.70737147331238
1926-05-15,-3.97627902030945
1926-06-15,-5.0471510887146
1926-07-15,-6.34594297409058
1926-08-15,-4.78755760192871
1926-09-15,-3.54599046707153
1926-10-15,-4.50533771514893
1926-11-15,-3.31371188163757
1926-12-15,-1.0925909280777
1927-01-15,-10.119366645813
1927-02-15,-5.31929016113281
1927-03-15,-3.78135251998901
1927-04-15,-4.26413488388062
1927-05-15,-4.92345762252808
1927-06-15,-4.37649297714233
1927-07-15,-4.72737503051758
1927-08-15,-5.0544605255127
1927-09-15,-3.65824937820435
1927-10-15,-4.40839576721191
1927-11-15,-3.74387121200562
1927-12-15,-7.05981922149658
1928-01-15,-4.20938634872437
1928-02-15,-2.55494666099548
1928-03-15,-2.29378914833069
1928-04-15,-3.74745798110962
1928-05-15,-12.0468788146973
1928-06-15,-5.23994731903076
1928-07-15,-6.13730573654175
1928-08-15,-5.32070636749268
1928-09-15,-2.82878708839417
1928-10-15,-3.32030057907104
1928-11-15,-2.09174680709839
1928-12-15,-2.1023280620575
1929-01-15,-4.10728025436401
1929-02-15,-5.96182537078857
1929-03-15,-5.03320932388306
1929-04-15,-6.76410675048828
1929-05-15,-8.53475379943848
1929-06-15,-6.26183414459229
1929-07-15,-5.73577404022217
1929-08-15,-4.88341617584229
1929-09-15,-4.36075496673584
1929-10-15,-3.23682737350464
1929-11-15,-3.75286722183228
1929-12-15,-5.23424673080444
1930-01-15,-3.935142993927
1930-02-15,-6.17353916168213
1930-03-15,-4.37859201431274
1930-04-15,-4.54730415344238
1930-05-15,-6.18089008331299
1930-06-15,-6.5494532585144
1930-07-15,-5.57654762268066
1930-08-15,-4.70978116989136
1930-09-15,-2.83750486373901
1930-10-15,-1.118776679039
1930-11-15,-4.24827480316162
1930-12-15,-5.43426418304443
1931-01-15,-2.02257513999939
1931-02-15,-1.7385390996933
1931-03-15,-4.37907266616821
1931-04-15,-4.27899074554443
1931-05-15,-3.99947834014893
1931-06-15,-4.29147100448608
1931-07-15,-6.71124219894409
1931-08-15,-2.72407507896423
1931-09-15,-6.03668785095215
1931-10-15,-2.30493235588074
1931-11-15,-2.49254703521729
1931-12-15,-3.05574131011963
1932-01-15,-3.57620120048523
1932-02-15,-5.167236328125
1932-03-15,-2.79518890380859
1932-04-15,-4.44561529159546
1932-05-15,-5.48168230056763
1932-06-15,-6.96098709106445
1932-07-15,-5.4571852684021
1932-08-15,-5.91577482223511
1932-09-15,-5.24158477783203
1932-10-15,-1.47808301448822
1932-11-15,-3.95951414108276
1932-12-15,-5.91296052932739
1933-01-15,-3.25164318084717
1933-02-15,-4.25447463989258
1933-03-15,-2.44620013237
1933-04-15,-5.41914558410645
1933-05-15,-5.0820631980896
1933-06-15,-6.1811842918396
1933-07-15,-5.60738515853882
1933-08-15,-5.41988611221313
1933-09-15,-3.79885268211365
1933-10-15,-3.19309306144714
1933-11-15,-1.83981192111969
1933-12-15,-4.7199535369873
1934-01-15,-5.84804391860962
1934-02-15,-6.7035059928894
1934-03-15,-5.52919578552246
1934-04-15,-5.00249195098877
1934-05-15,-5.00642538070679
1934-06-15,-5.68858671188354
1934-07-15,-6.35536956787109
1934-08-15,-4.66342926025391
1934-09-15,-5.01996994018555
1934-10-15,-1.73200380802155
1934-11-15,-3.7847535610199
1934-12-15,-4.29800796508789
1935-01-15,-2.1419677734375
1935-02-15,-4.28555297851562
1935-03-15,-5.95957326889038
1935-04-15,-3.91995549201965
1935-05-15,-7.14068078994751
1935-06-15,-5.56863689422607
1935-07-15,-4.47247934341431
1935-08-15,-4.68764114379883
1935-09-15,-2.78813481330872
1935-10-15,-3.39639234542847
1935-11-15,-2.52939176559448
1935-12-15,-4.72857809066772
1936-01-15,-4.63374900817871
1936-02-15,-4.4023494720459
1936-03-15,-7.05125665664673
1936-04-15,-3.90751171112061
1936-05-15,-5.46501779556274
1936-06-15,-5.91781902313232
1936-07-15,-5.07540273666382
1936-08-15,-3.46893739700317
1936-09-15,-2.76717972755432
1936-10-15,-3.23813438415527
1936-11-15,-4.47306156158447
1936-12-15,-1.7098274230957
1937-01-15,-2.57074618339539
1937-02-15,-5.86274480819702
1937-03-15,-0.633283674716949
1937-04-15,-5.03420114517212
1937-05-15,-5.07549428939819
1937-06-15,-4.05370569229126
1937-07-15,-5.09369564056396
1937-08-15,-5.16795587539673
1937-09-15,-3.70797657966614
1937-10-15,-2.57354712486267
1937-11-15,-1.38565468788147
1937-12-15,-2.77057290077209
1938-01-15,-2.61427307128906
1938-02-15,-4.28366708755493
1938-03-15,-5.55976676940918
1938-04-15,-5.86859083175659
1938-05-15,-5.77734327316284
1938-06-15,-5.74792528152466
1938-07-15,-4.9212384223938
1938-08-15,-7.46641302108765
1938-09-15,-3.14002585411072
1938-10-15,-5.45358753204346
1938-11-15,-4.00682544708252
1938-12-15,-3.34064483642578
1939-01-15,-6.87264776229858
1939-02-15,-3.83766579627991
1939-03-15,-3.4822313785553
1939-04-15,-4.44466590881348
1939-05-15,-3.69961786270142
1939-06-15,-4.91580724716187
1939-07-15,-5.15975952148438
1939-08-15,-5.23507308959961
1939-09-15,-5.68797969818115
1939-10-15,-2.56205582618713
1939-11-15,-7.26197576522827
1939-12-15,-5.76793479919434
1940-01-15,-3.99865579605103
1940-02-15,-3.31183481216431
1940-03-15,-2.13004922866821
1940-04-15,-4.66163349151611
1940-05-15,-5.32432079315186
1940-06-15,-5.52803039550781
1940-07-15,-6.36288928985596
1940-08-15,-6.82196998596191
1940-09-15,-4.29653835296631
1940-10-15,-3.32442092895508
1940-11-15,-2.97383832931519
1940-12-15,-3.28790950775146
1941-01-15,-2.33785152435303
1941-02-15,-3.70789909362793
1941-03-15,-2.35967588424683
1941-04-15,-5.56307506561279
1941-05-15,-3.43646550178528
1941-06-15,-5.65365791320801
1941-07-15,-4.287841796875
1941-08-15,-3.46462249755859
1941-09-15,-0.570397973060608
1941-10-15,-3.69577479362488
1941-11-15,-2.43220949172974
1941-12-15,-5.45049571990967
1942-01-15,-4.23605680465698
1942-02-15,-1.43472635746002
1942-03-15,-5.60804319381714
1942-04-15,-5.29957580566406
1942-05-15,-5.66828918457031
1942-06-15,-5.09883069992065
1942-07-15,-6.83940553665161
1942-08-15,-6.17299556732178
1942-09-15,-2.45098304748535
1942-10-15,-1.83789217472076
1942-11-15,-4.07558345794678
1942-12-15,-3.07578635215759
1943-01-15,-2.93381404876709
1943-02-15,-4.09045171737671
1943-03-15,-1.16833770275116
1943-04-15,-4.35365962982178
1943-05-15,-4.28872394561768
1943-06-15,-3.87571740150452
1943-07-15,-7.09007740020752
1943-08-15,-6.97333765029907
1943-09-15,-5.11852169036865
1943-10-15,-3.08515930175781
